HGNC symbol	EntrezGene ID
GRAMD1B	57476
IGKV3D-7	
SNORD115-10	100033447
OR2B4P	
S100A7L2	645922
RNA5SP306	
HSP90AB6P	
RDH13	112724
MIR5681B	100847091
MIR548AU	100847045
UQCRC1	7384
RNU6-388P	
RNU6-1184P	
ZNF598	90850
C9orf152	401546
RNU6-973P	
RN7SL15P	
RN7SL582P	
FCN1	2219
ATP8B3	148229
SCARNA13	677768
RN7SL189P	
RN7SL815P	
TRBJ2-2	
RNA5SP493	
ZNF75D	7626
SNORD116-5	100033417
RN7SL236P	
RNU6V	
PIK3CD-AS2	101929074
TTN-AS1	100506866
TTN-AS1	101927055
RNU6-189P	
RNU7-59P	
RNU6-57P	
PGAP3	93210
RNU6-1306P	
SLC25A5P5	
RNU6-1045P	
MIR552	693137
RN7SL542P	
GAS2L3	283431
RN7SKP161	
RN7SKP265	
RNU6-670P	
OR7E163P	
SEPT7P8	
TOMM20P4	
ATP8B4	79895
TMEM167A	153339
RNU7-94P	
TRPC6P	
DHX34	9704
TTTY7B	100101120
LINC01348	
RN7SL191P	
RNU6-100P	
KIAA1210	57481
RNU6-1176P	
RNU6-71P	
ARL6IP1P2	
RPL39P18	
RNA5SP396	
RNA5SP203	
RN7SKP261	
RNU6-345P	
CYP2A6	1548
RNU6-187P	
RN7SL344P	
RNU6-1038P	
RN7SL199P	
RN7SL317P	
RN7SL822P	
RNA5SP27	
RNU6-740P	
RNU6-111P	
RNU6-573P	
BTF3	689
OR2H4P	
RNU6-1121P	
RNU6-239P	
RNU5E-5P	
RN7SL335P	
ZKSCAN8	7745
RN7SL546P	
GSDMA	284110
RNU6-1274P	
C17orf47	284083
RNVU1-18	26863
RNA5SP463	
RNU1-139P	
MED13	9969
SNORD45C	692085
HSPE1P10	
MBOAT7	79143
SNORA67	26781
RN7SL37P	
RNU6-436P	
RN7SL464P	
LINC00698	285401
RN7SL720P	
ATRNL1	26033
RPS15AP30	
SCARNA14	692149
RNU5E-6P	
RPL23AP51	
RNA5SP467	
NPTX1	4884
RNU6-781P	
ZNRD1	30834
RNU6-133P	
SNORD115-5	100033442
HMGN2P13	
FAM72C	554282
RNU6-632P	
RNU6-290P	
CLNK	116449
RNU5E-7P	
RNU6-641P	
RNU6-606P	
OR1A1	8383
RNU6-1009P	
ATP1B3-AS1	
ADAMTS20	80070
RN7SL677P	
BNIP3P22	
RNU6-761P	
RN7SL40P	
HTR5BP	
RNA5SP312	
RNU7-12P	
SNORA54	677833
MIR8083	102466879
PLGLB2	5342
NCR3	259197
SNORD14C	85389
LEMD1-AS1	284576
RN7SKP182	
MIR5698	100847024
VSX2	338917
RNU1-87P	
EIF2S2P2	
RNA5SP407	
RNA5SP449	
RNU2-50P	
RNU6-262P	
RNU6-131P	
SNORD9	692053
LINC00374	106144531
RNU6-308P	
MIR3136	100422859
RNU6-450P	
BARX2	8538
MIRLET7C	406885
RNA5SP375	
RNU2-72P	
LINC01470	101927134
AQP5	362
RNU6-1017P	
RNU6-254P	
RNY4P16	
UBFD1P1	
RNU6-1053P	
MIR3680-1	100500917
RNU6-1250P	
MIR3935	100500891
PAPOLG	64895
RNY4	6086
RNU6-338P	
MIR4259	100422852
SLC16A14P1	
CRYAA	1409
MIR3119-1	100422839
MIR3119-1	100423010
MIR3119-2	100422839
MIR3119-2	100423010
PLCE1P1	
RN7SKP282	
FPGT-TNNI3K	100526835
RNA5SP319	
RN7SL496P	
CES1	1066
RNU4-51P	
RNU6-55P	
RNU2-56P	
SNORD114-1	767577
RNU6-198P	
LRSAM1	90678
RN7SKP73	
MIR664A	100302234
IGHD4-17	
RN7SKP162	
RNU6-299P	
TFIP11	24144
	102723557
TUSC1	286319
PER3	8863
MIR1302-1	100302227
NSUN2	54888
RN7SL364P	
RNU4-35P	
SNORA73A	
SNORA80A	677846
PON2	5445
SNORA18	677805
MIR8071-1	102465871
RNU6-1018P	
IGHD1-20	
	101927683
RN7SL853P	
MIR6782	102465469
RN7SKP30	
MIR6790	102465473
RNU6-1314P	
UBA1	7317
SNORD17	692086
SNORD114-24	767604
	100506082
MAF1	84232
MIR4696	100616402
SNORA36C	100124535
RNU6-147P	
RNU6-1205P	
RN7SL2	378706
MIR4322	100422925
SNORA29	677812
RNA5SP173	
MIR6795	102465476
MT1XP1	
RNA5SP308	
RNU6-883P	
SNORD116-7	100033419
RNU6-477P	
RNU6-386P	
MIR103A2	406896
RPL9P30	
RN7SL517P	
RNA5SP59	
RN7SKP62	
MIR516B1	574490
RNA5SP364	
C1orf143	
GTF2H4	2968
RNU1-18P	
RNU6-485P	
MT1H	4496
SNORD115-21	100033603
RN7SL650P	
MIR646	693231
LRRC25	126364
MIR4791	100616291
HNRNPA1P54	
RNA5SP30	
KRT18P35	
MIR6082	102466953
RNU6-983P	
RAB31	11031
RNU1-104P	
MMEL1	79258
IL18	3606
RNU6-967P	
SNORA23	677808
	100996720
MIR581	693166
MIR877	100126314
DHRS4	10901
DHRS4	728635
RNU6-237P	
MBNL3	55796
RN7SKP154	
OGFOD1P1	
TSPAN1	10103
MIR6780B	102466746
RNU6-720P	
KIF25	3834
SNORD59A	26789
TMEM80	283232
PFN1P8	
RN7SKP223	
RNU6-405P	
RN7SL612P	
TRIM39	56658
TRIM39	202658
NNMT	4837
RNU6-1192P	
RNU6-812P	
ODCP	
RNA5SP446	
TMEM192	201931
AMY2B	280
RNU2-31P	
COL15A1	1306
RNU1-105P	
RNA5SP338	
FOLR1	2348
HLA-DRB1	3123
RNU7-74P	
RN7SL44P	
TNPO3	23534
CFAP20	29105
RN7SL220P	
RNY1P15	
PAIP1P1	
RNU1-107P	
C1GALT1P2	
RNU6-527P	
ZNF626	199777
FKTN	2218
RPS6KA2-IT1	100874353
RNU6-1305P	
RNA5SP99	
MRPL35P2	
LHX9	56956
RNU6-882P	
RNU6-1042P	
RNU6-1233P	
MFSD12	126321
GOLPH3	64083
SNORA72	26775
RN7SL697P	
TG	7038
LINC00238	
SNORD115-36	100033810
MIR30C2	407032
VARS	7407
RN7SL208P	
RN7SL846P	
RN7SL440P	
UQCRH	7388
FMO7P	
RNA5SP264	
RN7SL618P	
RNU6-778P	
RNU6-619P	
MIR25	407014
FCRL6	343413
MIR450A2	574505
CSE1L	1434
RNU6-751P	
RN7SL105P	
RN7SL811P	
RN7SL575P	
SFPQ	6421
SNORA61	677838
AKNA	80709
RNU6-795P	
CPNE9	151835
RN7SKP103	
RNU6-430P	
RN7SKP63	
WSB2	55884
RNU6-1235P	
RNU7-129P	
RNU6-387P	
RNU6-101P	
RNU6-905P	
RNA5SP189	
DXO	1797
RNA5SP424	
SNORD115-41	100033815
RNU6-220P	
DHX38	9785
APOC2	
RNA5SP429	
RNA5-8SP6	
RNU6-1130P	
RN7SL771P	
RNU6-654P	
RNA5SP397	
RNU6-168P	
RNU6-1082P	
RNU6-596P	
RNU6-776P	
RNA5SP307	
IFNAR2	3455
RNA5SP425	
RNA5SP389	
RN7SL131P	
KIR2DL2	3803
SGCG	6445
MIR30C1	407031
RNU6-647P	
RNA5SP139	
RNA5SP426	
RN7SL292P	
SNORD52	26797
RNU6ATAC36P	
RNU6-1291P	
MIR190B	100126346
RNA5SP332	
RNF207	388591
RNU6-3P	
FAM60BP	
RN7SKP230	
MIR557	693142
BTNL2	56244
RNU6-711P	
RPL7P4	
RNU6-67P	
RN7SKP119	
SRGAP3-AS3	100288831
DEFB104B	503618
DEFB104B	107984148
RNU6-444P	
MIR3941	100500866
RNA5SP132	
RNU4-20P	
TMEM253	643382
RNA5SP140	
	257396
BUD31P1	
	102724651
RN7SL831P	
MIR203B	100616173
RNU6-467P	
TRIP4	9325
RNU6-570P	
RNU6-1226P	
TRDD3	
RN7SL446P	
EPHA8	2046
LECT1	11061
MIR3942	100500904
CTAGE7P	
RN7SKP19	
RNU6-1103P	
SCG3	29106
THRB	7068
COX8A	1351
LINC01416	101927273
VEGFC	7424
RNA5SP464	
MIR3975	100616257
RNU6-215P	
CASP5	838
RNU5F-4P	
HIST1H3PS1	
RN7SKP227	
RN7SL321P	
FAM86B2	653333
MIR4749	100616313
MIR519D	574480
RNU6-681P	
TAMM41	132001
ZNF33BP1	
AAMP	14
SNORD116-3	100033415
MIR933	100126350
POLR1C	9533
RN7SL655P	
OR5AP2	338675
RNA5S1	100169751
MIR10B	406903
RNU1-122P	
MDH1	4190
SPATA19	219938
CA3-AS1	100996348
MIR425	494337
OR7E35P	
RN7SL198P	
MIR5787	102464817
FDX1	2230
RNU6ATAC2P	
RNU6-684P	
RNU7-123P	
MIR302E	100313774
TUBB8P11	
RN7SL484P	
MIR576	693161
MIR3159	100423016
RNU6-952P	
MIR3167	100422918
RN7SL308P	
MIR613	693198
MIR616	693201
RNA5SP471	
MIR331	442903
PDGFD	80310
MIR621	693206
MIR2054	100302267
RTKN2	219790
RN7SL258P	
MIR3171	100422830
SNORD113-8	767568
MIR2116	100313886
RNU6-752P	
MIR3180-4	100500852
MIR4314	100422983
RNU6-702P	
MIR638	693223
MIR517B	574483
MIR4633	100616175
MIR526A2	574486
RN7SL470P	
RNA5SP123	
MIR3128	100422824
FAM30A	9834
MIR4796	100616166
RNU6-1155P	
MIR4801	100616435
RN7SL353P	
FIBCD1	84929
MIR126	406913
SOHLH1	402381
MIR1184-2	100422985
RN7SL332P	
MIR1303	100302284
RNU6-170P	
HIST1H2BE	8344
	107985773
RNA5SP48	
KCND2	3751
ZNF2	7549
SNORA5A	654319
COL21A1	81578
RNU4-73P	
MIR1202	100302259
RNA5SP516	
RNA5SP135	
RNU6-401P	
OR12D1	
RN7SL424P	
KRTAP5-6	440023
SNORA2C	677815
RNU6-956P	
RN7SL371P	
RNA5SP218	
MIR5692C2	100847017
IGHV2-26	
RNA5SP199	
	105378385
VCX3A	51481
MIR4659B	100616372
ENAM	10117
RASL10B	91608
PLSCR5-AS1	
RNU6-11P	
OR2G1P	
RN7SL451P	
MIR3926-1	100500870
DAXX	1616
RN7SL819P	
RTCA-AS1	
RNA5SP376	
HERC4	26091
RPL32P33	
RNU6-1180P	
MMP20	9313
GPX5	2880
RNU6-1177P	
HLA-DRA	3122
	101927765
UBE2V2	7336
ACSM5P1	
MIR4288	100422903
SLCO1B3	28234
RN7SL173P	
RNA5SP445	
RNU6-1214P	
RNA5SP366	
MIR548AZ	102466162
RN7SL244P	
HLA-DQB3	
CNPY1	285888
RN7SL614P	
RNA5SP143	
MIR6893	102466271
TBC1D3	729873
RNU2-27P	
PPP2R5B	5526
RNA5SP193	
LMF1-AS1	101929387
MIR384	494333
RNU6-555P	
TMEM134	80194
RNA5SP277	
RN7SL564P	
RN7SL604P	
RNU6-1222P	
RNA5SP35	
ZNF676	163223
RNU6-991P	
RNU7-45P	
TCEB1P30	
RN7SL592P	
SYNDIG1	79953
RNU4-18P	
AGK	55750
GOLGA6L10	647042
C20orf144	128864
CASC2	255082
RNU6-1263P	
RN7SL166P	
SNORD73B	
RN7SKP64	
RNU6-948P	
SNORD115-22	100033799
RN7SKP69	
SLC25A6P2	
RNA5SP286	
SNORD116-24	100033435
	101927237
PLA2G2A	5320
RNU6-1010P	
RN7SL459P	
RNU7-115P	
CSTP1	
RNU6-1285P	
RNA5SP305	
PSMG3-AS1	114796
NXPH3	11248
RN7SKP243	
RNU7-87P	
RN7SL400P	
ADCY10	55811
RN7SL351P	
RN7SKP187	
RNU1-64P	
MRPL57P6	
RNVU1-17	101954269
RNU6-742P	
CLDN14	23562
RN7SL749P	
OR6M3P	
RNA5SP71	
RAD51AP1P1	
RN7SL313P	
RN7SKP148	
RNU6-960P	
RN7SKP83	
RNU6-8	101954278
BCAS2P3	
RN7SKP180	
RN7SL487P	
PEAR1	375033
LINC01243	101929620
PLEKHA3P1	
SNORD72	619564
OR2AH1P	
RNU2-28P	
RNU6-808P	
RN7SL323P	
HNF4GP1	
WDR46	9277
WDR46	102466754
RNA5SP121	
VPS4A	27183
SNORD116-21	
CCDC187	399693
VTRNA2-2P	
MTATP6P30	
RN7SL202P	
RPS3AP40	
MIR3121	100423032
ANKRD20A18P	
RNU6-892P	
MIR4486	100616118
RNA5SP485	
RN7SL146P	
ELFN1	392617
SNORA11B	100124539
STK4-AS1	100505826
TINAG	27283
MIR3973	100616311
RN7SKP164	
RNU6-551P	
MIR548AL	100616215
KCTD16	57528
RN7SKP276	
RNU6-353P	
MIR548H1	100313830
	101929153
RN7SL404P	
RPTN	126638
HYALP1	
RNA5SP335	
MIR6863	102466752
KNOP1P2	
RNU2-29P	
MIR451B	100616273
RNA5SP248	
RN7SL120P	
DDX41	51428
RNU6-1281P	
PEBP1P3	
SCARNA11	677780
MIR320C1	100302135
RNU6-809P	
CYP4F33P	
CLUHP6	
ESAM	90952
RNA5SP353	
LINC00445	100507114
MIR6798	102466738
MTF1	4520
RNU1-46P	
MIR1301	100302246
RNU6-687P	
RNU6-211P	
MIR4765	100616219
FAM95C	100289137
HCG4P7	
CHRFAM7A	89832
RN7SL648P	
	286177
RNA5SP266	
SAP18P1	
HIST1H4C	8364
CDC27P2	
TSEN34	79042
RN7SL751P	
RNU6-258P	
RASEF	158158
EXOC3L2	90332
NEK7	140609
CASR	846
OOSP1P1	
TMEM183AP1	
ARPC1A	10552
OR7E38P	
C4A	720
KIAA1107	23285
	101927815
FTCD-AS1	
RPL10P17	
ABCB8	11194
FLRT3	23767
WDFY4	57705
PCDHGB5	56101
MTCO2P6	
RNF113A	7737
HIPK2	28996
NKRF	55922
SNRPB	6628
LINC01012	100507173
FAM169B	283777
PROS2P	
RPL12P46	
B2M	567
	84765
	346653
MFSD9	84804
DLGAP2	9228
HNF1B	6928
	2934
THSD1	55901
RPS20P32	
PRPF38AP2	
RN7SL169P	
	255928
MIR3687-1	100500815
MIR6130	102466967
USP9YP9	
	953
MIR6826	102465496
	105370306
TRAV21	
RNU6-747P	
FAM201A	
	2802
EME2	197342
SLC25A40	55972
OR2U2P	
IGKV1OR2-118	
MIR577	693162
ZDHHC20P1	
MIR548T	100422849
	79567
RN7SL252P	
GSTM1	2944
	401554
MIR7702	102465800
HCG19P	
RNU6-508P	
NR0B1	190
MIR147A	406939
LMF1	64788
RNU6-836P	
MIR4767	100616467
CCT8	10694
RNU6-916P	
DOC2B	8447
BIRC2	329
SNORD114-15	767593
RN7SL418P	
RNU6-780P	
GBP1	2633
RNU6-1335P	
RNU6-1093P	
SNORA50A	
NOXA1	10811
RNA5SP300	
CYCSP11	
RNA5SP447	
MSR1	4481
FAM19A5	25817
	102724190
NLRP2	55655
RN7SL861P	
BLOC1S1	2647
RNU1-129P	
SLCO2B1	11309
CRYGFP	
RNU4-60P	
TAP2	6891
RNY4P36	
SLC8A3	6547
	283575
RNA5SP254	
LRRC37A7P	
XKRYP5	
	7273
RNU6-520P	
CYCSP10	
RNU6-334P	
PPIEL	
	101928516
USP9YP4	
PRR23D2	100133251
RNU6-502P	
RN7SKP232	
	3431
RNU6-652P	
TAS2R8	50836
TULP4	56995
LINC00555	
RNU6-1098P	
GM2AP2	
MTCO3P30	
	55779
RNU6-294P	
RNU7-171P	
CLDN24	100132463
FAM169A	26049
LINC00502	
RNU7-190P	
	444
RNU1-42P	
GAL3ST2	64090
RNU6-856P	
KDELC1P1	
RN7SL453P	
	23081
CDRT15	146822
MTND1P16	
RNA5SP93	
RNU6-1110P	
RNA5S6	100169757
ZNF213	7760
IGHV1-69-2	
RNU4-56P	
MTND4LP3	
FMO1	2326
RNA5SP421	
	22949
RNU6-115P	
RNU2-22P	
GAGE2E	
	2258
ATL1	51062
RN7SKP86	
	101928424
PLEKHH1	57475
RNU1-27P	
FAM71F2	346653
IQCJ-SCHIP1	100505385
RNA5SP294	
SCHIP1	29970
	207147
LAMC2	3918
RPL32P31	
RPL23AP60	
	57698
TIAF1	9220
PLEKHN1	84069
GSTT2B	653689
IL10RB	3588
TSPAN11	441631
PRSS27	83886
RPL7P30	
AGBL1	123624
ARL14EP	120534
HCG20	105375013
ITCH	83737
NRAP	4892
NECAB1	64168
	11245
LINC01518	
RPL23AP38	
	631
	2622
	9474
SLC10A3	8273
NDOR1	27158
RNU2-19P	
LRMP	4033
ATM	472
PGBD3	267004
FKBP1A	2280
FKBP1A	102465524
	57209
	4696
	101928844
CLN3	1201
	197407
THYN1	29087
RAB11A	8766
FBXO31	79791
C17orf100	388327
	374286
PRB1	5542
	51326
	100506084
	100996709
IGHJ6	
CYCSP26	
TMEM123	114908
PEX5L-AS2	101928790
PNPT1	87178
RNU6-1255P	
	5802
STRADB	55437
OR4F7P	
INTS10	55174
RNU6-1187P	
QTRT1P1	
CLDN7	1366
LINC00554	100861542
SNORD121A	100113379
RN7SKP210	
IPPK	64768
RNU5D-2P	
MMP23A	
RN7SL813P	
RN7SL128P	
LTV1	84946
KITLG	4254
CLINT1	9685
CD33	945
CROCCP2	
	105377348
INPP5K	51763
RNU6-466P	
TPCN1	53373
MIR4252	100422975
COL4A3BP	10087
RNA5SP288	
RN7SL629P	
MIR4427	100616390
ACTN2	88
	91526
KIAA2012	100652824
TTC39A	22996
	140688
	9750
CDCA4	55038
CPNE6	9362
SMURF2	64750
	8464
SPINK2	6691
SHANK2-AS2	
ULBP3	79465
	25788
PLCXD1	55344
VSTM1	284415
PKN2	5586
	105370868
SALRNA1	
	54494
OR9L1P	
CXorf51B	100133053
SLC22A17	51310
	284124
GXYLT1P1	
PHACTR3	116154
SCAI	286205
PSMA4	5685
	401312
PGM5P3-AS1	572558
PGM5P3-AS1	101929127
PGM5P3-AS1	103344932
	101929633
LRRC28	123355
YWHAZP5	
ACMSD	130013
OR9I1	219954
AATK	9625
PDCL2P2	
ANXA13	312
GGCX	2677
LINC00606	285370
PLCB1-IT1	100874337
GLP1R	2740
OR7E1P	
CADM1	23705
CXorf51A	100129239
RNU6-1138P	
RNU4ATAC14P	
MC2R	4158
MRPS15	64960
MIR5585	100847018
RNU6-598P	
SLC9A2	6549
ARSK	153642
MIR3116-1	100422902
MIR4425	100616365
TRBJ2-6	
MIR5087	100847044
ALDH1B1	219
MIR140	406932
MIR6860	102465518
RNU6-85P	
ZHX2	22882
TRBJ2-3	
MIR7851	102467003
RFPL4B	442247
MIR3678	100500841
UBE2CP3	
MIR619	693204
MIR4757	100616307
MIR4710	100616300
MIR559	693144
MIR8078	102466878
MIR4771-1	100616370
ZNF846	162993
CHEK1	1111
MIR4780	100616447
RNU6-471P	
OR4H6P	
MIR4535	100616415
MIR1471	100302126
MIR26A1	407015
MIR4532	100616353
RNU6ATAC31P	
MIR566	693151
CCL15	6359
COL11A2P1	
MIR1289-2	100302134
MIR1255A	100302193
RN7SL762P	
RPL10AP5	
MIR6509	102465254
MIR4456	100616381
LINC00028	140875
MIR5706	100847085
MIR548F4	100313895
MIR4435-2HG	541471
MIR378A	494327
NCF1B	654816
MIR6841	102465506
SEPSECS	51091
MIR548A2	693126
MIR500A	574502
MIR3926-2	100500838
COLGALT2	23127
MIR548AO	100847068
MIR660	724030
MIR421	693122
RN7SKP284	
LINC01465	
LRP2BP	55805
MIR507	574512
RN7SL36P	
RN7SKP241	
IDH3A	3419
KANK3	256949
RN7SKP289	
RNU6-105P	
STT3A-AS1	105369550
RNU6-1265P	
RNA5SP482	
PTP4A1	7803
C6orf136	221545
RN7SL143P	
PPP2R3A	5523
RNA5SP414	
VWA3A	146177
VWA3A	101930115
SLC41A3	54946
RPL7P48	
RNU6-608P	
LINC01362	
MIR4676	100616286
FLOT1	10211
OR4N4	283694
OR4N4	105369274
MIR6750	102466192
KRT12	3859
RNU6-929P	
RNU6-63P	
RNA5SP182	
RNA5SP85	
MED13P1	
RNU6-894P	
MIR4306	100422861
RSPO3	84870
RNA5SP344	
MIR2392	100616495
RN7SL165P	
RNA5SP496	
LRRC70	100130733
RNU6-1007P	
SNORD116-22	100033433
SH3RF3-AS1	
RNU6-482P	
RNU6-553P	
TEX22	647310
MIR3529	100616238
RNU6-766P	
PPIL1	51645
RNU6-1048P	
	150786
MIR5589	100847093
RNU6-976P	
RNU6-1336P	
OR51E2	81285
MIR518F	574472
LINC00572	100861573
RN7SKP123	
YBEY	54059
RNA5SP352	
MYLK	4638
RN7SKP258	
NEK4P1	
RNA5SP177	
BSG	682
MIR5000	100846995
RNA5SP243	
MTATP6P4	
MIR3679	100500878
	101927476
OR5D18	219438
RNU6-233P	
	645513
RN7SL714P	
PTPRVP	148713
RNU1-91P	
	100128531
RNA5SP291	
LIM2	3982
SNORD42B	26808
MIR548O2	100616190
RNU6-623P	
RNY1P9	
SLMAP	7871
TRBV6-8	
RNA5SP322	
RNU6-158P	
PIK3IP1	113791
RNA5SP460	
MAN2B2	23324
ANKRD36BP2	645784
MIR6069	102464824
RN7SL274P	
OR13Z2P	
PPCDC	60490
	105369891
RNU2-54P	
NAF1	92345
RNU1-108P	
MIR145	406937
PCP4	5121
MIR7853	102466866
RNU6-832P	
RN7SL868P	
HNRNPA1P34	
ANKRD52	283373
RNU6-1330P	
MIR3609	100500819
RN7SKP60	
RN7SL155P	
TMEM64	169200
RN7SL705P	
RN7SL457P	
MIR199B	406978
ERN1	2081
CCR9	10803
RNU7-127P	
RNU6-201P	
RN7SL261P	
TMEM110	375346
HYLS1	219844
RN7SL419P	
KRT20	54474
GSTM4	2948
STK35	140901
RNU4-69P	
RN7SL184P	
YIF1B	90522
CTAGE5	4253
RNU6-167P	
VTI1BP1	
TCEB1P4	
	101926892
RN7SL118P	
RNU6-599P	
ACTG2	72
	102467212
RN7SL630P	
RNU6-1075P	
RNA5S4	100169755
RNU6-603P	
RN7SL375P	
RN7SL65P	
RNU6-1332P	
C1orf158	93190
OR4F14P	
RNU5F-1	26828
RNU6-1050P	
RNU5F-2P	
GSTM2	2946
SNORD11B	
RNU6-396P	
SNORD114-22	767600
RNU1-17P	
NID2	22795
GMCL1	64395
RNU7-164P	
RNA5SP505	
FRG1HP	102725126
RNU6-816P	
DCAF8L2	347442
SEC24C	9632
RN7SL544P	
CCRL2	9034
RNU6-750P	
RNA5SP165	
RNU6-689P	
RN7SL116P	
RNU6-1239P	
IGHVIII-26-1	
SNORA77	677843
RPL9P33	
TUBB4BP5	
GABRR3	200959
RNU4-13P	
RPS27AP15	
RNU6ATAC27P	
FPGT	8790
HHIPL2	79802
SDAD1P2	
RNU6-822P	
SPACA6P-AS	102238594
RN7SKP2	
	101929526
OR7A15P	
RN7SL196P	
TRBJ2-7	
MYL8P	
RN7SKP219	
RRM2P2	
VTRNA1-3	56662
FAM210CP	
KRT18P58	
TRBJ1-1	
DGAT1	8694
DGAT1	102465511
OR12D3	81797
RN7SKP21	
LCP2	3937
RPS10-NUDT3	100529239
PIK3R1	5295
LNP1	348801
HSPA1B	3304
RNU6-543P	
C1orf189	388701
RNA5SP130	
PPP1R3C	5507
BIN2P1	
RN7SL783P	
PCDH7	5099
LINC00563	100861554
RNA5SP257	
SLAMF6	114836
ZFP57	346171
ANK3	288
RNU6-1026P	
GPR182	11318
OR10C1	442194
LONRF3	79836
RNU6-489P	
RBMS1	5937
RBMS1	100616364
ATP5SL	55101
C19orf38	255809
TOMM22P6	
SNORA6	574040
METTL7B	196410
EEF1A1P15	
LINC01384	101929685
RNU6-1172P	
RNU6ATAC11P	
FAM187B2P	
LINC00462	100129597
RNU6-204P	
ING2	3622
OR5V1	81696
RNU6-273P	
CTCF	10664
RNU7-92P	
TCP11X2	100996631
TCP11X2	100996648
GUSBP8	
FTCD	10841
SWI5	375757
RNA5SP423	
USP45	85015
OR5M12P	
RNU6-113P	
DLGAP4	22839
ADAM18	8749
RNA5SP368	
OVGP1	5016
SMIM6	100130933
CASK	8573
RPL32P14	
CNST	163882
SPOCK1	6695
RNU6-792P	
RN7SL803P	
RPS11P7	
RNU6-586P	
NAP1L2	4674
RN7SL248P	
CHD7	55636
ABCA6	23460
RN7SL98P	
APOC4	346
RNY1P13	
USP47	55031
OR5D16	390144
CYSLTR2	57105
SNORA71C	677839
RN7SKP218	
RN7SL307P	
HIST1H1D	3007
RNU6-1097P	
RN7SL702P	
HSPA8P5	
RNU6-593P	
RNU6-1225P	
ADTRP	84830
RPL23AP1	
RN7SL706P	
RN7SL203P	
GP1BA	2811
ZNF280A	129025
RNU6-1146P	
MMS19	64210
RN7SKP262	
ZNF425	155054
RNU6-1074P	
RER1	11079
RNU6-542P	
RNU6-339P	
RNA5SP138	
PRSS58	136541
RNU1-52P	
OCM2	4951
RNU4-50P	
ZNF208	7757
RN7SKP67	
KRTAP19-11P	
RNY4P10	
RN7SKP82	
SNORD50B	
ID1	3397
SNORD115-16	100033454
RNU6-1094P	
TMEM38A	79041
CACNB3	784
RNU6-234P	
SORBS3	10174
RN7SKP239	
RNU6-1331P	
LONRF2	164832
TPX2	22974
RNU6-9	101954271
RN7SKP190	
KRTAP11-1	337880
LILRP2	79166
TRPM5	29850
RNU6-1199P	
IGKC	
SIGLEC16	
HNRNPMP1	
PIAS3	10401
MUC2	
TGM3	7053
GOLGA8G	283768
CYB5AP4	
IGKJ3	
DNAJC19P2	
MREGP1	
PPP1R12BP2	
CEACAMP3	
	102723532
	105369274
ARHGAP36	158763
MTCYBP21	
WISP3	8838
PI4KAP1	728233
HNRNPA1P62	
HEATR5B	54497
KRTAP19-7	337974
RN7SL681P	
RNU6-899P	
OR2N1P	
RNU6-845P	
PRRT4	401399
CCDC140	151278
SPANXN5	494197
LINC00319	284836
RNU5B-4P	
RNU6-610P	
SNORA14B	677802
FAIM2	23017
MIR1255B2	100313835
PTPN14	5784
MLEC	9761
MIR4417	100616489
RNA5SP477	
APOC4-APOC2	344
CYP3A52P	
MIR548L	100302275
RNA5SP479	
MIRLET7I	406891
RNU6-369P	
KNOP1P1	
MTND5P1	
MIR4502	100616227
RN7SL792P	
OTUD7A	161725
COX5BP8	
MIR376C	442913
RN7SKP195	
OR52J1P	
MIR4510	100616293
RNU6-1243P	
RPL22P22	
MIR4729	100616204
AMELY	266
NLRP8	126205
NUTF2P6	
ACTBP13	
RNA5SP318	
PTMAP1	
MIR215	406997
SNORA26	677810
RPL23P2	
RBM26-AS1	100505538
ITGAE	3682
MIR378F	100616492
YWHAEP2	
MIR4675	100616383
RNU7-60P	
NR2C2AP	126382
RNU6-592P	
PAPPA-AS1	493913
MIR4690	100616292
MIR7856	102465842
GPBAR1	151306
RNA5SP209	
HIST1H2AL	8332
OR3A4P	
MIR1252	100302136
MIR4679-2	100616192
RNA5SP154	
CXorf21	80231
MIR3675	100500876
PTPRT	11122
MIR6765	102465458
SRP9P1	
MIR6507	102465253
YY1	7528
YY1	102466730
RN7SL172P	
ZNF596	169270
MIR378G	100616321
MIR212	406994
RN7SL589P	
ASB7	140460
MIRLET7A2	406882
MIR4681	100616398
MICG	
PNPO	55163
POTEH-AS1	100508046
WDFY2	115825
OR5B21	219968
RNU6-759P	
RNU7-170P	
MAP10	54627
MIR301A	407027
MIR8067	102465869
MIR6747	102465447
MIR422A	494334
MCCD1P1	
RPS3P1	
MIR4316	100422851
RNU2-48P	
NOS1AP	9722
HSPA8P18	
CRCT1	54544
RPL17P40	
ZBTB24	9841
PRRC2B	84726
SLC25A15	10166
MIR5579	100847000
MIR1269B	100616494
KRT17	3872
MIR519C	574466
MIR4522	100616277
RNA5SP170	
SETBP1	26040
IST1	9798
OPN1LW	5956
RNA5SP258	
CHRM2	1129
MIR4494	100616478
MIR521-1	574494
FGF1	2246
MIR548D2	693131
MIR548D2	100500895
MIR548AA2	693131
MIR548AA2	100500895
RN7SL422P	
MIR3908	100500909
MIR3130-1	100422993
MIR3130-1	100423002
MIR3130-2	100422993
MIR3130-2	100423002
ACBD6	84320
ACBD6	100527964
RNA5SP489	
MIR4740	100616294
RFPL3S	
RN7SKP299	
RPS10	6204
MIR5684	100847071
MIR329-1	574408
MIR5685	100847075
RNA5SP74	
